,country,year,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,living_condition,head_of_household
244,Kenya,2018,Yes,Rural,Yes,1,54,Female,Head of Household,Widowed,Secondary education,Self employed,Widowed,Yes
245,Kenya,2018,Yes,Rural,Yes,1,33,Male,Head of Household,Single,Tertiary education,Farming and Fishing,Never Married,Yes
246,Kenya,2018,No,Urban,Yes,3,29,Female,Spouse,Married,Secondary education,Remittance Dependent,Living together,No
247,Kenya,2018,No,Rural,No,6,71,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
248,Kenya,2018,No,Urban,Yes,9,26,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
249,Kenya,2018,No,Rural,No,4,23,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
250,Kenya,2018,Yes,Urban,Yes,1,27,Male,Head of Household,Single,Tertiary education,Informally employed,Never Married,Yes
251,Kenya,2018,No,Rural,Yes,9,23,Male,Other relative,Single,Primary education,Informally employed,Never Married,No
252,Kenya,2018,Yes,Urban,Yes,6,47,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
253,Kenya,2018,No,Rural,No,7,40,Female,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
254,Kenya,2018,No,Urban,No,4,17,Female,Other relative,Single,Secondary education,Remittance Dependent,Never Married,No
255,Kenya,2018,No,Rural,Yes,5,42,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
256,Kenya,2018,No,Rural,Yes,2,54,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
257,Kenya,2018,No,Rural,Yes,2,33,Male,Head of Household,Married,Primary education,Remittance Dependent,Living together,Yes
258,Kenya,2018,No,Rural,Yes,2,52,Female,Head of Household,Married,Primary education,Informally employed,Living together,Yes
259,Kenya,2018,No,Rural,Yes,4,57,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
260,Kenya,2018,No,Rural,Yes,4,42,Female,Spouse,Married,Primary education,Self employed,Living together,No
261,Kenya,2018,No,Rural,Yes,1,24,Female,Head of Household,Single,Primary education,Formally employed Private,Never Married,Yes
262,Kenya,2018,No,Rural,Yes,5,32,Female,Head of Household,Married,Primary education,Informally employed,Living together,Yes
263,Kenya,2018,No,Rural,Yes,4,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
264,Kenya,2018,No,Rural,No,6,66,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
265,Kenya,2018,No,Urban,Yes,5,49,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
266,Kenya,2018,No,Rural,Yes,3,25,Male,Child,Single,Secondary education,Informally employed,Never Married,No
267,Kenya,2018,No,Rural,Yes,5,34,Female,Spouse,Married,Secondary education,Farming and Fishing,Living together,No
268,Kenya,2018,No,Urban,Yes,1,85,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Widowed,Yes
269,Kenya,2018,No,Rural,Yes,3,31,Male,Child,Single,Secondary education,Informally employed,Never Married,No
270,Kenya,2018,No,Rural,Yes,7,32,Female,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
271,Kenya,2018,No,Rural,No,3,65,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
272,Kenya,2018,No,Urban,Yes,5,30,Female,Spouse,Married,Primary education,Remittance Dependent,Living together,No
273,Kenya,2018,No,Rural,Yes,3,46,Male,Spouse,Married,Secondary education,Self employed,Living together,No
274,Kenya,2018,No,Urban,Yes,1,29,Male,Head of Household,Single,Secondary education,Informally employed,Never Married,Yes
275,Kenya,2018,Yes,Urban,Yes,3,33,Female,Head of Household,Married,Secondary education,Remittance Dependent,Living together,Yes
276,Kenya,2018,Yes,Urban,Yes,2,29,Female,Spouse,Married,Tertiary education,Self employed,Living together,No
277,Kenya,2018,No,Rural,Yes,7,28,Female,Spouse,Married,Primary education,Informally employed,Living together,No
278,Kenya,2018,Yes,Urban,Yes,2,30,Male,Head of Household,Married,Tertiary education,Self employed,Living together,Yes
279,Kenya,2018,No,Rural,Yes,5,43,Female,Spouse,Married,No formal education,Informally employed,Living together,No
280,Kenya,2018,No,Rural,Yes,5,21,Female,Spouse,Married,Primary education,Informally employed,Living together,No
281,Kenya,2018,No,Rural,No,6,16,Male,Child,Single,Primary education,Other Income,Never Married,No
282,Kenya,2018,No,Rural,Yes,5,56,Female,Head of Household,Married,No formal education,Informally employed,Living together,Yes
283,Kenya,2018,Yes,Urban,Yes,3,44,Female,Spouse,Married,Secondary education,Remittance Dependent,Living together,No
284,Kenya,2018,No,Rural,Yes,2,57,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
285,Kenya,2018,No,Rural,Yes,6,38,Female,Head of Household,Married,Primary education,Informally employed,Living together,Yes
286,Kenya,2018,No,Urban,Yes,1,30,Female,Head of Household,Married,Primary education,Remittance Dependent,Living together,Yes
287,Kenya,2018,No,Rural,Yes,7,46,Female,Head of Household,Single,No formal education,Farming and Fishing,Never Married,Yes
288,Kenya,2018,No,Rural,Yes,4,29,Female,Head of Household,Married,Primary education,Self employed,Living together,Yes
289,Kenya,2018,No,Urban,Yes,6,24,Male,Child,Single,Tertiary education,Remittance Dependent,Never Married,No
290,Kenya,2018,No,Urban,Yes,3,32,Male,Child,Single,Primary education,Informally employed,Never Married,No
291,Kenya,2018,No,Rural,Yes,1,57,Male,Head of Household,Divorced,Primary education,Informally employed,Seperated,Yes
292,Kenya,2018,No,Urban,Yes,3,69,Male,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
293,Kenya,2018,No,Rural,No,2,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
294,Kenya,2018,No,Urban,Yes,5,31,Female,Spouse,Married,Primary education,Remittance Dependent,Living together,No
295,Kenya,2018,No,Rural,Yes,7,35,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
296,Kenya,2018,No,Urban,Yes,5,52,Female,Spouse,Married,No formal education,Informally employed,Living together,No
297,Kenya,2018,No,Urban,Yes,2,26,Female,Spouse,Married,Vocational/Specialised training,Farming and Fishing,Living together,No
298,Kenya,2018,No,Urban,Yes,3,35,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
299,Kenya,2018,Yes,Rural,Yes,4,42,Female,Spouse,Married,Secondary education,Formally employed Government,Living together,No
300,Kenya,2018,No,Rural,Yes,4,68,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
301,Kenya,2018,No,Rural,No,6,55,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
302,Kenya,2018,No,Rural,Yes,7,35,Female,Spouse,Married,Primary education,Remittance Dependent,Living together,No
303,Kenya,2018,No,Urban,Yes,6,27,Female,Spouse,Married,Primary education,Self employed,Living together,No
304,Kenya,2018,Yes,Rural,Yes,1,25,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
305,Kenya,2018,No,Rural,Yes,6,56,Female,Spouse,Single,Primary education,Farming and Fishing,Never Married,No
306,Kenya,2018,No,Rural,No,7,30,Female,Spouse,Married,Primary education,Informally employed,Living together,No
307,Kenya,2018,Yes,Urban,Yes,2,23,Male,Other relative,Single,Tertiary education,Informally employed,Never Married,No
308,Kenya,2018,Yes,Urban,Yes,4,40,Male,Head of Household,Married,Tertiary education,Formally employed Private,Living together,Yes
309,Kenya,2018,Yes,Urban,Yes,5,32,Male,Head of Household,Married,Secondary education,Formally employed Private,Living together,Yes
310,Kenya,2018,Yes,Rural,Yes,4,45,Male,Head of Household,Married,Vocational/Specialised training,Formally employed Government,Living together,Yes
311,Kenya,2018,No,Rural,No,7,16,Female,Child,Single,Primary education,Remittance Dependent,Never Married,No
312,Kenya,2018,No,Rural,Yes,6,47,Male,Head of Household,Widowed,Primary education,Informally employed,Widowed,Yes
313,Kenya,2018,Yes,Urban,Yes,4,63,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
314,Kenya,2018,No,Urban,Yes,6,47,Male,Head of Household,Single,Primary education,Self employed,Never Married,Yes
315,Kenya,2018,Yes,Urban,Yes,1,24,Female,Head of Household,Married,Secondary education,Formally employed Government,Living together,Yes
316,Kenya,2018,Yes,Rural,Yes,1,45,Male,Head of Household,Divorced,Secondary education,Farming and Fishing,Seperated,Yes
317,Kenya,2018,No,Rural,Yes,6,41,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
318,Kenya,2018,Yes,Urban,Yes,4,22,Female,Head of Household,Married,No formal education,Remittance Dependent,Living together,Yes
319,Kenya,2018,No,Rural,Yes,6,49,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
320,Kenya,2018,Yes,Rural,No,9,42,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
321,Kenya,2018,No,Urban,Yes,2,28,Female,Head of Household,Single,Primary education,Self employed,Never Married,Yes
322,Kenya,2018,No,Rural,Yes,4,19,Female,Child,Single,Primary education,Remittance Dependent,Never Married,No
323,Kenya,2018,No,Rural,Yes,2,57,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
324,Kenya,2018,No,Rural,Yes,2,68,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
325,Kenya,2018,No,Urban,No,7,70,Female,Head of Household,Widowed,No formal education,Other Income,Widowed,Yes
326,Kenya,2018,No,Rural,No,2,63,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
327,Kenya,2018,Yes,Rural,Yes,3,24,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
328,Kenya,2018,No,Urban,No,5,48,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
329,Kenya,2018,No,Rural,Yes,9,43,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
330,Kenya,2018,No,Rural,No,6,31,Female,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
331,Kenya,2018,Yes,Urban,Yes,3,48,Male,Head of Household,Married,Vocational/Specialised training,Formally employed Government,Living together,Yes
332,Kenya,2018,No,Urban,No,6,58,Male,Head of Household,Married,No formal education,Remittance Dependent,Living together,Yes
333,Kenya,2018,No,Urban,Yes,5,44,Female,Spouse,Married,Vocational/Specialised training,Remittance Dependent,Living together,No
334,Kenya,2018,No,Urban,Yes,2,25,Male,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
335,Kenya,2018,No,Rural,Yes,8,61,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
336,Kenya,2018,No,Rural,Yes,6,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
337,Kenya,2018,No,Rural,No,4,52,Female,Head of Household,Married,No formal education,Informally employed,Living together,Yes
338,Kenya,2018,No,Rural,No,1,72,Male,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
339,Kenya,2018,Yes,Rural,Yes,4,31,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
340,Kenya,2018,No,Rural,No,2,95,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
341,Kenya,2018,No,Rural,No,2,75,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Widowed,Yes
342,Kenya,2018,Yes,Urban,Yes,3,31,Male,Head of Household,Married,Vocational/Specialised training,Formally employed Government,Living together,Yes
343,Kenya,2018,No,Urban,Yes,1,23,Male,Head of Household,Divorced,Primary education,Informally employed,Seperated,Yes
344,Kenya,2018,No,Rural,Yes,2,72,Male,Head of Household,Married,No formal education,Remittance Dependent,Living together,Yes
345,Kenya,2018,Yes,Urban,Yes,3,46,Male,Head of Household,Widowed,Tertiary education,Formally employed Government,Widowed,Yes
346,Kenya,2018,No,Rural,Yes,6,34,Male,Head of Household,Married,Secondary education,Informally employed,Living together,Yes
347,Kenya,2018,No,Rural,Yes,6,27,Female,Spouse,Married,Secondary education,Farming and Fishing,Living together,No
348,Kenya,2018,No,Urban,Yes,12,23,Female,Child,Single,Secondary education,Self employed,Never Married,No
349,Kenya,2018,No,Rural,Yes,2,31,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
350,Kenya,2018,Yes,Urban,Yes,1,27,Female,Head of Household,Single,Secondary education,Self employed,Never Married,Yes
351,Kenya,2018,No,Rural,Yes,4,24,Female,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
352,Kenya,2018,Yes,Urban,Yes,7,45,Male,Head of Household,Married,Secondary education,Formally employed Government,Living together,Yes
353,Kenya,2018,Yes,Urban,Yes,1,29,Female,Head of Household,Single,Tertiary education,Formally employed Private,Never Married,Yes
354,Kenya,2018,No,Urban,Yes,4,18,Female,Child,Single,Secondary education,Remittance Dependent,Never Married,No
355,Kenya,2018,No,Rural,No,7,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
356,Kenya,2018,No,Rural,No,3,71,Male,Head of Household,Married,Secondary education,Informally employed,Living together,Yes
357,Kenya,2018,Yes,Urban,Yes,1,44,Male,Head of Household,Divorced,Secondary education,Formally employed Government,Seperated,Yes
358,Kenya,2018,Yes,Rural,Yes,3,23,Male,Child,Divorced,Tertiary education,Farming and Fishing,Seperated,No
359,Kenya,2018,No,Rural,Yes,8,55,Female,Head of Household,Married,Secondary education,Remittance Dependent,Living together,Yes
360,Kenya,2018,No,Rural,No,6,20,Female,Child,Single,Vocational/Specialised training,Remittance Dependent,Never Married,No
361,Kenya,2018,No,Urban,Yes,9,37,Female,Head of Household,Married,Secondary education,Informally employed,Living together,Yes
362,Kenya,2018,No,Urban,Yes,3,26,Female,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
363,Kenya,2018,No,Rural,Yes,2,17,Female,Child,Single,Secondary education,Remittance Dependent,Never Married,No
364,Kenya,2018,No,Rural,No,7,18,Female,Other relative,Single,Secondary education,Remittance Dependent,Never Married,No
365,Kenya,2018,No,Rural,No,1,72,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
366,Kenya,2018,No,Rural,No,1,86,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Widowed,Yes
367,Kenya,2018,No,Rural,No,6,22,Male,Child,Single,Secondary education,Informally employed,Never Married,No
368,Kenya,2018,No,Rural,Yes,3,28,Female,Head of Household,Married,Vocational/Specialised training,Formally employed Private,Living together,Yes
369,Kenya,2018,No,Rural,Yes,4,71,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
370,Kenya,2018,No,Rural,Yes,3,95,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
371,Kenya,2018,No,Rural,No,3,68,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
372,Kenya,2018,No,Urban,Yes,16,33,Female,Spouse,Married,No formal education,Remittance Dependent,Living together,No
373,Kenya,2018,No,Rural,No,6,23,Female,Child,Single,Secondary education,Remittance Dependent,Never Married,No
374,Kenya,2018,No,Rural,Yes,1,72,Female,Head of Household,Widowed,Secondary education,Remittance Dependent,Widowed,Yes
375,Kenya,2018,Yes,Urban,Yes,1,23,Male,Head of Household,Single,Vocational/Specialised training,Remittance Dependent,Never Married,Yes
376,Kenya,2018,Yes,Rural,Yes,2,43,Female,Spouse,Married,Tertiary education,Farming and Fishing,Living together,No
377,Kenya,2018,No,Rural,No,4,50,Female,Head of Household,Widowed,Primary education,Informally employed,Widowed,Yes
